Realistic,Investigative,Artistic,Social,Enterprising,Conventional,CGPA,Programming,Mathematics,ProblemSolving,Communication,Leadership,Creativity,Technical,DataAnalysis,PublicSpeaking,Research,Career
7.6,7.4,5.4,7.1,2.8,1.0,3.56,5.0,5.0,3.9,3.4,2.3,3.4,5.0,2.6,2.8,3.9,Software Developer
8.7,8.2,2.8,5.4,5.8,6.1,4.05,2.6,4.5,4.4,3.3,2.9,2.4,4.6,3.1,2.3,4.3,Civil/Mechanical Engineer
2.1,3.7,7.2,9.7,6.5,4.0,4.4,2.8,1.7,2.9,5.0,4.1,2.9,1.5,3.4,3.5,3.4,Human Resources Manager
9.2,6.9,7.2,4.5,3.6,5.9,3.36,4.1,4.4,4.9,2.5,3.2,3.3,4.6,3.2,4.1,4.6,Medical Lab Scientist
6.4,8.8,2.9,4.7,4.6,5.0,3.27,2.4,3.8,4.3,3.8,3.1,3.3,4.5,2.6,1.3,5.0,Medical Lab Scientist
1.6,6.4,6.6,7.4,8.3,3.8,2.97,1.0,4.0,3.2,4.9,4.9,3.7,2.7,2.1,4.5,2.8,Marketing/Sales Executive
6.8,9.9,5.9,6.9,3.1,6.1,4.06,2.9,3.4,4.3,3.7,4.2,3.5,3.7,3.9,2.1,4.8,Medical Lab Scientist
4.2,4.6,1.5,8.3,5.9,10.0,4.28,2.2,4.6,4.1,5.0,3.9,1.8,3.3,4.9,2.1,3.7,Accountant/Auditor
7.1,10.0,2.5,7.3,4.2,8.1,4.69,2.3,3.5,4.2,3.4,1.5,4.2,4.6,3.2,1.0,3.3,Medical Lab Scientist
5.5,8.0,6.1,5.9,4.5,6.1,4.55,4.6,5.0,4.8,1.4,3.6,3.8,5.0,4.3,2.4,2.4,Software Developer
9.4,8.5,4.2,3.4,6.8,5.0,4.07,2.9,3.8,5.0,3.4,2.9,2.2,4.2,3.2,4.9,3.0,Civil/Mechanical Engineer
6.3,5.4,3.2,8.7,5.8,6.5,3.9,4.8,3.7,3.6,4.4,3.2,3.7,3.6,4.4,4.4,4.0,Teacher/Lecturer
9.4,6.9,6.6,3.9,6.0,7.3,4.26,3.4,4.9,5.0,3.8,2.8,4.0,4.7,1.4,3.5,3.6,Civil/Mechanical Engineer
9.4,8.2,6.5,4.8,5.0,4.4,3.46,3.8,3.5,5.0,3.0,2.8,2.5,5.0,3.5,4.6,2.4,Civil/Mechanical Engineer
5.6,9.5,3.5,4.6,7.4,6.1,3.76,4.3,4.6,4.9,3.1,4.7,2.0,4.8,4.6,1.2,4.4,Data Scientist
7.2,7.5,3.1,3.7,6.1,8.4,4.81,2.1,4.0,5.0,3.4,3.9,3.1,2.9,4.0,3.2,2.2,Accountant/Auditor
6.8,10.0,4.4,5.7,3.4,8.6,4.08,1.8,3.2,4.2,2.7,3.9,1.2,4.4,4.4,3.3,4.1,Medical Lab Scientist
4.1,8.7,8.6,4.0,4.2,4.9,3.61,5.0,2.5,5.0,1.7,2.5,3.1,4.6,2.5,3.0,5.0,Software Developer
8.6,10.0,6.4,2.6,6.1,5.6,3.31,1.9,5.0,4.0,3.2,2.7,2.8,4.6,3.8,1.0,3.5,Civil/Mechanical Engineer
2.8,7.2,5.1,8.0,7.1,3.0,2.86,1.1,1.8,4.8,4.9,3.7,2.2,1.0,2.8,4.4,3.6,Human Resources Manager
6.3,8.8,5.5,8.8,6.8,6.3,4.0,1.3,4.4,3.6,3.8,3.2,3.0,4.0,2.3,4.7,2.5,Teacher/Lecturer
7.2,10.0,3.4,4.9,4.8,4.6,4.07,3.1,3.8,4.3,4.0,1.9,3.6,4.1,3.6,1.0,5.0,Cybersecurity Analyst
5.9,5.7,4.2,7.8,7.6,4.9,2.9,1.8,1.3,2.7,4.5,4.2,3.9,3.8,3.4,4.8,2.9,Marketing/Sales Executive
10.0,6.4,3.1,4.6,3.2,4.8,4.25,3.7,5.0,4.5,2.8,3.5,3.4,4.6,3.5,2.1,3.8,Civil/Mechanical Engineer
4.7,10.0,5.0,3.7,2.8,10.0,3.16,4.3,4.3,4.8,3.9,4.6,4.0,3.5,3.6,2.8,5.0,Software Developer
3.6,10.0,4.2,9.2,6.2,1.7,4.59,3.1,1.8,4.1,4.7,3.7,3.0,2.4,3.9,4.9,4.0,Teacher/Lecturer
6.6,4.4,8.5,5.2,4.6,3.9,2.42,4.0,4.2,3.5,2.7,3.9,4.7,2.9,2.7,2.2,3.7,Graphic Designer/UI-UX
6.8,8.4,4.0,4.4,3.7,9.5,4.16,2.3,4.8,4.4,3.4,2.6,3.9,4.7,4.9,2.7,4.3,Data Scientist
4.1,6.6,8.4,4.6,2.9,6.5,2.38,4.5,4.2,5.0,2.1,2.9,2.7,4.4,3.1,2.1,2.6,Software Developer
3.0,7.4,5.6,9.2,3.7,5.1,3.76,2.4,3.3,5.0,4.8,4.4,3.7,3.0,3.2,5.0,4.0,Teacher/Lecturer
6.7,8.2,1.4,4.3,3.3,7.3,3.06,1.7,4.7,3.9,1.8,4.2,3.5,4.9,2.8,4.5,4.1,Medical Lab Scientist
7.6,8.1,3.0,2.8,5.8,4.5,3.44,2.2,5.0,4.0,3.3,3.3,3.7,4.5,3.3,3.4,2.7,Civil/Mechanical Engineer
2.8,3.5,7.5,7.0,3.3,4.1,2.35,5.0,1.3,4.2,2.7,3.9,5.0,3.5,2.7,4.0,2.8,Graphic Designer/UI-UX
4.0,8.0,3.6,10.0,2.9,4.9,3.27,2.4,3.3,3.9,4.6,4.8,3.6,3.9,1.2,3.4,4.1,Teacher/Lecturer
4.2,8.5,5.5,3.3,4.8,7.0,3.33,3.2,4.8,4.2,4.5,4.0,3.8,5.0,4.8,3.6,3.9,Data Scientist
6.5,9.0,4.9,5.9,6.1,6.7,4.64,2.5,5.0,3.7,2.9,3.0,3.1,4.6,4.5,3.3,4.0,Data Scientist
5.4,7.7,3.4,6.7,2.3,8.5,3.23,4.5,5.0,4.3,2.2,3.0,2.5,3.9,4.2,2.2,4.1,Medical Lab Scientist
7.2,5.2,3.7,5.1,9.9,4.3,3.51,1.0,1.4,3.4,5.0,4.6,5.0,4.2,2.6,5.0,2.8,Entrepreneur
2.5,6.9,5.1,9.3,5.0,3.6,3.07,1.0,2.4,3.2,5.0,3.9,2.0,1.6,3.0,4.0,4.1,Teacher/Lecturer
7.2,7.9,7.1,4.7,4.7,6.7,4.08,2.6,4.5,4.4,3.7,3.1,2.7,4.0,4.0,3.2,4.7,Medical Lab Scientist
3.2,4.3,2.7,5.4,3.9,9.0,3.22,1.7,4.7,5.0,3.2,3.8,2.2,2.6,5.0,2.4,2.3,Accountant/Auditor
3.2,3.7,5.6,9.4,3.7,6.0,2.21,2.7,3.8,3.8,4.7,3.5,2.8,1.6,2.6,4.8,4.4,Human Resources Manager
6.2,3.2,6.5,7.3,6.5,6.0,2.99,1.4,1.4,4.3,4.2,4.0,2.6,1.5,3.1,4.3,5.0,Human Resources Manager
4.1,6.8,6.5,8.7,2.1,10.0,3.72,5.0,3.2,3.0,4.3,4.7,4.0,2.8,2.9,4.6,3.9,Teacher/Lecturer
6.6,5.1,9.7,1.0,4.8,2.6,3.72,2.1,3.5,4.6,3.5,3.2,4.7,3.6,3.5,3.0,1.8,Graphic Designer/UI-UX
3.7,7.2,6.0,6.3,7.8,7.8,3.66,1.7,4.7,2.9,4.8,4.4,2.9,2.3,4.5,2.4,4.5,Banker/Financial Analyst
6.6,8.6,6.1,8.2,3.4,7.0,3.94,1.2,5.0,5.0,3.7,4.4,3.9,4.5,4.2,4.5,4.0,Medical Lab Scientist
1.5,5.5,3.3,5.1,7.4,10.0,3.53,2.8,3.3,5.0,3.4,3.2,3.4,3.0,5.0,4.4,3.7,Banker/Financial Analyst
5.0,4.6,8.2,5.4,7.4,4.6,3.46,1.0,3.4,3.7,4.4,3.9,4.9,1.7,4.2,4.9,4.0,Graphic Designer/UI-UX
5.1,9.2,7.0,5.3,5.0,5.1,3.41,5.0,3.5,4.0,3.6,2.0,2.6,3.2,3.4,2.4,3.7,Software Developer
4.2,9.7,5.7,3.9,6.5,5.8,3.9,2.8,4.2,5.0,5.0,3.1,4.7,3.7,4.7,3.1,4.2,Data Scientist
3.6,3.3,5.3,8.6,4.6,5.2,3.96,2.2,2.1,4.3,5.0,4.1,4.0,2.8,2.5,3.6,4.7,Human Resources Manager
6.6,8.6,1.0,3.3,4.2,8.1,3.22,2.3,3.5,4.8,2.5,3.4,2.2,4.6,4.0,2.7,4.7,Medical Lab Scientist
5.5,10.0,5.4,3.7,3.8,6.3,3.53,5.0,2.8,4.6,3.2,2.9,3.1,4.4,4.6,3.4,4.3,Cybersecurity Analyst
3.3,3.7,6.3,9.0,7.1,7.4,2.65,1.3,4.8,1.4,4.3,3.7,3.4,2.8,4.1,4.1,2.4,Human Resources Manager
4.0,4.0,6.0,6.5,9.4,7.5,2.76,2.2,1.3,2.9,4.9,4.3,3.5,2.3,3.9,3.9,4.8,Marketing/Sales Executive
8.7,8.3,5.1,3.4,5.1,6.0,4.08,5.0,4.4,5.0,4.0,3.6,2.2,5.0,5.0,2.6,3.7,Cybersecurity Analyst
5.9,4.3,8.5,5.9,8.3,4.4,3.83,1.2,5.0,3.2,5.0,4.4,3.8,3.5,2.9,5.0,2.0,Entrepreneur
3.4,6.2,3.3,4.9,8.3,8.4,3.47,1.0,4.4,4.3,3.5,3.6,2.3,1.8,4.7,3.0,3.4,Accountant/Auditor
6.3,5.5,6.5,3.1,8.1,2.2,3.4,2.1,3.1,3.2,3.7,3.4,3.5,2.3,2.8,4.2,4.0,Entrepreneur
4.2,3.7,6.9,6.9,8.6,4.6,3.33,4.7,3.3,3.5,3.7,4.1,5.0,3.5,3.0,2.2,2.5,Entrepreneur
8.9,8.5,2.9,5.8,5.4,7.8,3.69,2.5,2.8,4.8,2.9,3.7,1.8,5.0,4.2,2.2,4.8,Medical Lab Scientist
6.5,7.7,6.2,5.4,1.6,4.1,3.32,4.0,4.6,4.4,2.8,1.0,4.1,3.3,3.8,2.8,4.7,Software Developer
4.2,8.5,1.3,3.7,2.0,5.1,3.63,1.7,4.3,4.3,2.0,3.1,3.1,4.3,4.0,3.2,4.9,Medical Lab Scientist
5.0,4.4,4.2,7.1,6.2,6.0,2.82,2.3,1.9,2.4,4.3,4.5,2.2,1.3,2.4,4.0,3.5,Human Resources Manager
8.3,7.4,1.0,4.4,5.0,2.5,3.21,5.0,3.8,4.9,2.4,1.0,3.3,4.0,3.5,2.4,3.7,Software Developer
4.6,5.9,7.6,6.2,10.0,4.9,3.45,1.8,2.7,4.0,4.2,3.1,4.1,1.4,3.5,4.8,3.2,Marketing/Sales Executive
5.8,9.0,2.5,6.5,2.3,5.6,3.72,2.9,3.9,4.2,5.0,1.3,1.9,4.0,2.8,2.3,4.8,Medical Lab Scientist
3.3,8.3,9.6,7.3,7.4,7.2,3.41,4.4,3.8,3.6,3.6,3.9,3.5,4.7,2.1,4.1,3.6,Teacher/Lecturer
8.5,7.0,4.0,6.4,4.6,7.9,3.95,4.8,3.2,4.1,3.2,1.5,3.0,4.6,5.0,3.2,4.4,Cybersecurity Analyst
8.5,8.7,4.0,1.4,4.7,6.2,2.9,2.1,3.7,4.9,4.8,3.3,4.0,4.9,4.9,2.3,3.3,Civil/Mechanical Engineer
4.8,3.5,6.8,6.8,9.5,4.4,4.37,2.8,2.1,3.1,4.2,4.7,4.1,5.0,3.7,3.5,1.3,Entrepreneur
4.1,3.9,1.0,3.0,6.4,9.1,3.45,3.4,3.9,2.0,4.0,4.4,3.7,1.8,4.2,3.9,2.7,Accountant/Auditor
1.7,4.5,8.7,7.3,9.7,6.9,3.54,2.0,1.8,3.6,4.6,4.5,3.4,1.8,3.4,4.2,2.4,Marketing/Sales Executive
3.9,6.4,5.7,5.7,9.4,4.4,4.83,2.0,3.5,3.3,5.0,4.3,4.1,2.2,1.7,4.5,3.7,Marketing/Sales Executive
5.5,5.2,4.4,6.3,5.6,9.8,3.12,1.5,2.7,4.5,3.2,3.4,3.6,3.0,4.2,2.5,3.7,Banker/Financial Analyst
5.4,9.2,4.4,3.4,3.3,8.7,4.11,5.0,4.5,4.4,4.2,1.4,2.1,4.7,4.4,1.2,5.0,Data Scientist
3.2,6.4,4.1,5.3,6.7,9.2,2.87,2.5,4.1,4.8,3.9,4.2,3.1,1.1,4.5,2.4,4.1,Banker/Financial Analyst
5.9,5.0,4.0,2.8,6.1,8.3,3.54,1.7,5.0,3.7,3.7,3.1,4.0,3.8,4.9,1.8,2.7,Accountant/Auditor
5.2,3.7,7.8,4.9,5.2,4.6,1.98,2.8,1.6,4.9,4.3,2.5,5.0,3.1,2.7,3.5,4.1,Graphic Designer/UI-UX
8.1,8.7,6.7,2.5,5.2,8.8,3.59,4.1,3.5,4.0,2.3,2.4,2.2,4.2,4.5,1.6,4.9,Software Developer
6.9,5.1,3.0,3.1,6.0,8.7,2.82,1.8,5.0,4.2,4.3,3.1,1.0,2.9,5.0,2.1,4.0,Accountant/Auditor
4.7,5.3,10.0,6.2,5.4,1.5,2.86,3.1,2.4,4.8,3.8,3.8,4.4,3.0,3.5,5.0,3.2,Graphic Designer/UI-UX
8.4,6.9,4.1,2.4,3.8,6.6,3.79,2.8,4.4,4.4,3.1,4.0,3.9,4.1,3.4,1.5,4.1,Civil/Mechanical Engineer
4.9,6.5,4.1,8.5,10.0,5.8,3.79,1.2,2.3,3.6,4.5,3.5,4.1,3.1,1.7,4.7,3.3,Marketing/Sales Executive
5.4,7.4,5.6,2.1,3.8,3.7,3.97,5.0,3.1,3.6,2.9,2.8,3.7,3.9,3.6,2.9,4.4,Software Developer
2.4,5.3,1.3,8.4,4.6,5.0,3.27,1.4,3.5,4.8,5.0,4.4,4.3,3.7,2.5,5.0,1.2,Human Resources Manager
2.8,5.4,4.9,8.3,6.7,3.3,3.97,3.8,2.7,5.0,5.0,3.5,4.2,1.7,1.9,4.3,4.9,Teacher/Lecturer
2.6,6.4,5.9,7.1,8.5,8.1,4.76,3.8,4.4,4.3,3.9,4.1,3.3,3.4,4.4,2.6,4.0,Banker/Financial Analyst
5.5,7.9,4.0,4.3,4.4,8.6,3.81,2.8,4.6,4.7,4.4,3.1,1.7,3.3,5.0,3.5,3.0,Accountant/Auditor
4.1,2.5,8.8,4.6,7.6,3.4,3.89,2.7,1.3,4.3,5.0,3.9,4.9,4.4,3.0,3.4,2.0,Graphic Designer/UI-UX
7.1,4.6,6.2,7.2,9.1,3.7,3.29,2.6,2.8,3.2,4.2,4.6,3.4,2.1,2.7,2.9,3.4,Entrepreneur
6.3,6.6,4.3,9.0,5.9,8.0,4.02,2.6,1.9,4.7,3.0,2.4,2.5,4.3,3.5,3.0,4.2,Medical Lab Scientist
1.8,6.4,5.3,7.1,8.3,4.6,3.34,2.5,3.7,4.1,4.5,4.5,4.3,2.4,3.5,4.0,1.4,Marketing/Sales Executive
7.9,9.3,4.7,5.5,5.7,6.3,4.53,3.4,4.8,3.8,3.7,3.2,4.7,2.5,4.6,3.8,4.5,Data Scientist
4.1,3.6,4.5,8.5,8.7,3.6,3.88,2.5,1.7,5.0,4.5,4.8,5.0,3.2,3.3,3.9,5.0,Marketing/Sales Executive
3.2,5.9,6.8,9.4,4.9,6.5,3.52,1.4,4.6,4.9,4.2,3.4,4.2,1.8,3.8,4.0,3.8,Teacher/Lecturer
1.8,4.8,2.0,10.0,6.9,7.1,3.59,3.4,4.2,2.6,4.1,4.2,3.1,1.8,3.8,4.1,5.0,Teacher/Lecturer
9.5,4.4,2.7,5.7,5.7,8.4,4.18,2.2,4.1,4.5,4.1,2.9,2.2,2.2,4.9,2.9,2.6,Accountant/Auditor
3.4,7.8,5.8,7.9,8.2,4.3,3.3,4.2,4.8,3.8,3.9,4.6,5.0,3.1,3.5,5.0,4.2,Entrepreneur
7.3,8.2,1.0,4.3,2.3,7.4,3.78,1.9,3.8,3.7,4.7,4.2,4.3,4.8,4.0,4.6,4.2,Medical Lab Scientist
8.9,8.6,3.4,2.0,4.2,7.2,3.64,5.0,3.0,4.5,1.9,3.2,4.3,3.9,1.7,2.7,3.9,Software Developer
5.5,4.5,4.9,6.3,8.5,5.8,3.72,4.3,2.7,4.0,3.0,4.1,3.7,3.5,4.9,4.6,4.2,Entrepreneur
2.5,4.9,4.5,8.4,8.7,6.4,4.63,2.7,2.9,3.7,4.8,3.7,2.3,3.0,3.9,3.5,4.0,Human Resources Manager
6.6,7.8,3.1,7.1,5.3,3.5,3.44,4.1,5.0,5.0,2.4,5.0,3.2,5.0,3.2,1.0,3.0,Cybersecurity Analyst
6.7,7.2,2.4,2.6,6.6,6.3,3.44,3.3,4.8,5.0,4.3,3.5,3.5,3.9,3.8,2.1,2.7,Cybersecurity Analyst
7.8,7.1,4.8,5.7,5.0,9.0,4.25,3.3,4.6,4.4,5.0,4.0,2.2,2.9,4.0,5.0,4.7,Accountant/Auditor
10.0,8.3,7.3,5.3,4.9,4.0,3.8,2.9,4.3,4.3,1.5,4.6,3.5,4.1,3.9,2.1,4.0,Civil/Mechanical Engineer
5.4,5.0,3.0,4.5,8.5,9.3,3.31,2.7,5.0,4.4,2.7,2.4,1.6,4.3,5.0,2.6,2.7,Accountant/Auditor
6.2,4.3,4.2,4.2,9.0,4.0,2.87,2.3,3.1,3.1,2.9,4.8,4.4,1.6,3.7,4.5,3.0,Entrepreneur
5.6,7.8,4.6,2.2,7.8,4.5,4.12,4.6,3.3,4.5,3.7,2.6,4.6,4.9,4.5,2.0,2.5,Software Developer
5.4,9.5,2.9,6.3,8.9,7.8,3.27,3.8,4.9,4.4,4.6,3.6,2.6,3.8,4.5,2.8,4.0,Data Scientist
2.6,4.1,5.9,6.7,4.7,7.2,3.76,2.5,4.7,4.5,4.1,2.2,2.8,3.8,4.1,3.5,2.8,Accountant/Auditor
10.0,8.5,7.6,4.9,4.6,8.4,3.67,1.0,2.5,5.0,3.1,2.8,1.8,5.0,3.5,2.5,4.6,Medical Lab Scientist
6.0,5.8,6.8,5.5,7.9,8.0,3.55,1.0,4.9,4.0,4.1,4.0,2.4,3.0,5.0,4.1,3.7,Banker/Financial Analyst
5.5,7.1,4.9,1.5,4.8,5.4,3.77,4.2,5.0,5.0,1.9,3.0,3.0,3.5,2.7,2.9,2.9,Software Developer
5.8,8.4,4.3,4.8,4.4,6.9,3.44,2.6,3.6,3.8,4.1,2.3,2.4,4.5,5.0,3.2,4.8,Medical Lab Scientist
5.5,6.4,6.1,8.6,6.5,4.5,4.21,2.5,4.1,3.0,4.7,4.2,5.0,3.2,2.4,4.2,4.5,Teacher/Lecturer
8.0,9.0,5.4,4.1,5.2,5.9,3.19,4.5,3.2,4.5,2.6,5.0,3.5,3.2,3.7,3.0,5.0,Software Developer
3.2,4.2,6.1,8.2,10.0,7.2,3.42,1.2,1.9,4.1,4.3,5.0,3.2,2.1,3.1,4.2,3.4,Human Resources Manager
5.0,9.0,7.1,7.8,9.4,5.1,3.55,3.8,5.0,4.4,4.0,5.0,3.8,3.4,3.9,4.1,2.5,Entrepreneur
3.4,6.6,4.2,9.1,2.4,4.3,3.79,1.3,2.9,3.7,5.0,2.8,3.7,1.5,1.9,4.1,3.9,Teacher/Lecturer
7.8,7.1,5.4,4.7,6.5,5.4,3.52,4.8,4.4,3.8,4.6,2.2,1.0,5.0,4.3,3.4,2.3,Civil/Mechanical Engineer
8.7,7.4,5.0,4.0,4.9,4.7,2.91,1.9,4.8,4.2,2.7,2.2,2.0,4.4,4.3,2.4,3.9,Civil/Mechanical Engineer
3.0,4.2,7.6,7.9,6.2,5.5,3.07,1.4,3.0,4.0,5.0,5.0,3.0,2.1,1.2,3.5,3.1,Human Resources Manager
4.6,1.5,7.2,7.7,8.4,5.0,3.31,2.0,3.5,3.1,5.0,4.2,4.1,4.2,1.2,5.0,3.3,Marketing/Sales Executive
8.5,8.8,3.5,4.4,3.7,5.4,3.93,2.3,4.0,5.0,3.4,3.9,3.0,4.4,3.9,2.9,4.6,Medical Lab Scientist
4.9,9.1,3.1,3.1,7.9,5.2,3.81,4.9,4.3,4.6,3.3,5.0,3.4,4.3,4.6,3.6,4.6,Software Developer
2.1,1.6,6.8,5.0,10.0,2.9,3.54,4.5,3.4,3.1,5.0,5.0,4.2,3.8,4.0,4.6,2.1,Entrepreneur
3.3,5.1,1.0,7.4,7.4,8.4,3.25,2.5,4.5,3.1,2.0,2.7,1.1,3.2,4.6,2.3,2.8,Accountant/Auditor
6.3,7.4,3.0,4.0,5.5,9.2,3.43,4.6,4.0,5.0,3.7,2.0,1.6,4.7,3.6,1.8,3.1,Cybersecurity Analyst
4.1,1.2,3.6,9.3,7.5,5.8,2.86,1.4,3.4,3.7,4.0,3.9,2.9,2.6,3.1,3.6,4.4,Human Resources Manager
5.0,6.9,5.7,9.4,3.7,6.8,3.64,3.8,3.0,4.2,4.8,4.5,3.5,2.2,2.2,4.7,2.7,Teacher/Lecturer
4.0,5.4,4.9,4.8,7.6,6.9,3.75,1.0,4.5,4.5,5.0,2.4,2.0,2.9,4.0,4.1,3.2,Accountant/Auditor
3.6,5.6,4.4,9.0,6.7,5.7,3.22,3.5,2.4,5.0,4.4,3.1,3.9,2.2,3.4,4.5,3.0,Teacher/Lecturer
2.7,6.9,4.8,4.1,8.1,6.1,3.18,2.3,4.6,4.7,4.2,4.3,2.7,3.2,4.7,3.4,3.5,Banker/Financial Analyst
2.9,4.5,5.0,4.9,5.8,9.0,4.45,3.2,4.3,3.0,4.2,2.4,1.4,4.2,4.9,3.5,2.2,Accountant/Auditor
4.4,8.7,6.8,2.7,1.8,5.3,3.66,4.8,4.7,4.5,4.7,3.0,3.2,3.1,3.6,2.2,4.4,Software Developer
4.4,9.4,4.5,5.6,5.3,6.5,4.96,4.1,5.0,4.4,4.1,3.9,3.4,1.9,4.8,4.2,4.6,Data Scientist
4.5,5.2,5.5,6.0,10.0,5.6,2.65,2.6,3.0,3.8,5.0,2.7,3.1,3.7,2.9,4.4,2.0,Marketing/Sales Executive
2.7,6.6,7.6,4.5,8.9,4.3,3.15,1.5,2.1,5.0,2.8,4.9,4.5,4.7,3.1,3.9,2.6,Entrepreneur
4.9,8.0,4.2,5.1,2.8,8.2,3.76,3.9,4.9,4.3,3.5,2.7,3.3,1.9,4.3,3.6,4.9,Data Scientist
5.5,4.8,9.0,3.6,8.9,5.6,2.62,4.8,5.0,3.6,4.0,5.0,5.0,2.6,3.7,3.2,5.0,Entrepreneur
7.6,6.5,6.6,5.9,5.0,5.7,3.12,4.3,3.8,4.9,4.5,3.5,4.4,5.0,3.7,2.8,3.4,Civil/Mechanical Engineer
2.9,6.3,4.0,9.6,7.0,5.7,2.4,2.9,2.9,2.5,4.8,4.0,3.4,2.4,4.2,3.6,3.7,Human Resources Manager
2.5,7.8,5.8,5.9,4.1,8.0,4.66,5.0,4.6,3.4,2.8,2.6,3.0,3.6,5.0,4.3,4.2,Data Scientist
3.9,8.4,5.2,4.4,8.9,6.6,3.93,3.1,5.0,4.4,4.1,3.7,5.0,2.9,4.8,2.2,3.1,Banker/Financial Analyst
6.4,4.3,8.7,7.7,9.0,4.3,2.9,4.4,2.5,4.9,4.4,5.0,3.8,2.7,3.3,3.8,4.4,Entrepreneur
7.2,8.1,5.8,3.4,6.7,5.7,4.2,5.0,2.9,4.6,5.0,3.1,3.3,4.9,4.0,1.1,4.8,Cybersecurity Analyst
4.3,5.3,4.9,6.0,9.8,4.6,3.27,2.5,2.7,3.7,4.6,4.0,4.3,1.0,2.6,4.9,3.6,Marketing/Sales Executive
5.4,3.6,3.3,6.6,9.2,5.3,3.23,3.5,2.6,4.0,4.3,4.5,5.0,1.7,1.5,3.2,3.9,Entrepreneur
2.3,3.7,6.2,6.2,8.2,4.9,3.81,2.6,3.5,4.2,4.5,5.0,3.2,2.7,3.8,4.6,2.5,Marketing/Sales Executive
2.8,9.0,4.7,6.0,7.9,6.0,4.42,4.7,5.0,4.8,1.8,2.8,2.2,3.6,5.0,3.3,5.0,Data Scientist
3.4,5.0,4.3,6.8,7.3,4.6,4.07,1.0,2.4,2.1,4.7,4.6,4.4,1.7,1.0,4.0,4.3,Marketing/Sales Executive
5.3,9.2,3.8,3.7,5.2,7.3,4.1,5.0,4.3,4.6,2.1,3.4,2.2,3.6,4.7,3.3,4.0,Data Scientist
7.8,9.3,4.0,3.1,4.6,6.4,3.82,1.7,3.9,4.5,5.0,3.1,4.2,4.7,3.9,3.1,3.9,Medical Lab Scientist
7.2,7.8,3.7,3.8,2.9,7.0,3.52,3.0,3.7,4.0,1.5,1.6,3.6,5.0,4.1,1.9,3.9,Software Developer
1.8,8.4,5.2,9.7,6.0,6.7,4.53,2.4,3.2,5.0,4.9,3.2,4.3,4.0,1.0,3.9,3.4,Teacher/Lecturer
4.6,8.7,7.1,3.9,5.9,8.4,2.66,3.4,4.5,4.4,4.0,4.0,3.2,3.0,3.8,3.9,5.0,Banker/Financial Analyst
6.1,5.7,6.4,5.7,9.6,4.3,3.89,3.2,3.0,5.0,4.7,4.7,4.6,2.9,4.4,4.2,4.0,Entrepreneur
4.6,9.0,2.3,5.8,8.0,8.5,3.35,3.1,4.7,4.5,5.0,3.4,1.4,3.1,4.6,4.3,3.1,Accountant/Auditor
9.8,6.2,5.6,4.1,5.2,6.4,3.32,5.0,5.0,4.1,2.3,3.4,3.7,5.0,2.4,3.3,2.1,Civil/Mechanical Engineer
9.7,7.6,4.8,2.5,3.0,4.9,3.66,4.1,5.0,4.5,4.4,2.7,4.5,4.4,4.6,3.0,1.7,Civil/Mechanical Engineer
5.6,8.7,6.1,7.5,4.5,9.6,4.2,3.2,3.8,3.7,2.8,3.2,2.6,3.6,3.3,2.7,4.9,Medical Lab Scientist
8.6,9.2,5.4,5.8,4.5,7.3,3.57,4.3,4.9,4.9,4.5,2.2,2.7,5.0,4.8,3.2,4.3,Data Scientist
5.8,4.6,1.5,4.5,8.9,7.3,3.03,3.3,4.2,4.4,3.2,3.3,4.1,1.9,5.0,3.8,2.0,Accountant/Auditor
3.9,7.2,9.7,6.0,7.6,2.2,3.87,3.7,1.2,3.5,3.9,2.8,4.8,2.9,4.3,2.2,2.2,Graphic Designer/UI-UX
4.4,5.9,6.0,5.3,9.5,3.7,3.18,2.4,2.4,5.0,3.1,5.0,4.8,3.8,3.4,5.0,2.9,Entrepreneur
5.1,3.8,3.5,4.4,7.1,6.8,4.53,1.5,3.7,5.0,4.4,2.8,2.7,2.6,3.7,3.2,3.8,Banker/Financial Analyst
2.4,9.1,5.4,7.7,7.1,2.9,2.93,2.0,2.8,4.0,3.5,4.1,4.5,1.5,2.6,4.1,4.2,Teacher/Lecturer
4.6,6.4,2.2,2.0,7.5,6.9,3.88,2.9,4.5,3.6,4.8,4.2,1.7,4.7,4.4,2.7,3.2,Banker/Financial Analyst
3.3,6.1,7.0,8.5,4.5,5.1,3.68,4.2,2.9,4.2,4.7,3.8,2.7,3.0,1.1,4.0,3.6,Teacher/Lecturer
5.3,5.6,4.4,4.4,4.7,10.0,2.22,4.3,5.0,3.5,5.0,2.0,3.4,1.1,3.9,2.2,2.6,Accountant/Auditor
7.2,7.0,6.4,4.9,2.7,5.1,3.68,4.4,4.2,5.0,4.0,1.5,4.1,5.0,4.1,3.6,5.0,Software Developer
6.7,6.0,3.6,1.5,6.2,8.7,3.05,2.6,4.3,3.8,3.8,2.8,2.7,2.9,4.7,2.7,2.3,Accountant/Auditor
3.8,8.3,4.9,2.9,9.1,10.0,4.22,3.9,4.3,3.9,4.3,4.5,3.6,2.4,4.2,2.6,4.3,Banker/Financial Analyst
3.9,7.3,1.7,4.6,4.5,6.2,4.28,3.4,4.4,5.0,2.8,3.7,3.0,5.0,2.9,1.2,3.7,Cybersecurity Analyst
